TaskID,TaskType,AssetCode,Field,Region,Latitude,Longitude,Elevation,CreatedDate
666,WellInspection,CAM_WH118,Cam,Northern,-26.179515,149.686974,353,8/06/2018
666,WellInspection,CAM_WH119,Cam,Northern,-26.175477,149.695387,357.17,8/06/2018
666,WellInspection,CAM_WH120,Cam,Northern,-26.177768,149.702236,343.91,8/06/2018
666,WellInspection,CAM_WH121,Cam,Northern,-26.176608,149.709269,342.07,8/06/2018
666,WellInspection,CAM_WH122,Cam,Northern,-26.178596,149.717174,342.83,8/06/2018
666,WellInspection,CAM_WH123,Cam,Northern,-26.179826,149.724808,351.66,8/06/2018
666,WellInspection,CAM_WH124,Cam,Northern,-26.180733,149.734542,347.67,8/06/2018
666,WellInspection,CAM_WH125,Cam,Northern,-26.174546,149.743197,336.12,8/06/2018
666,WellInspection,CAM_WH126,Cam,Northern,-26.175288,149.748494,340.41,8/06/2018
666,WellInspection,CAM_WH127,Cam,Northern,-26.185281,149.670055,363.8,8/06/2018
666,WellInspection,CAM_WH128,Cam,Northern,-26.186778,149.67827,358.65,8/06/2018
666,WellInspection,CAM_WH129,Cam,Northern,-26.1857,149.684153,356.3,8/06/2018
666,WellInspection,CAM_WH130,Cam,Northern,-26.181289,149.694279,357.85,8/06/2018
666,WellInspection,CAM_WH131,Cam,Northern,-26.182505,149.702048,353.55,8/06/2018
666,WellInspection,CAM_WH132,Cam,Northern,-26.183613,149.7103,342.73,8/06/2018
666,WellInspection,CAM_WH133,Cam,Northern,-26.184722,149.716871,344.63,8/06/2018
666,WellInspection,CAM_WH134,Cam,Northern,-26.18522,149.723667,361.76,8/06/2018
666,WellInspection,CAM_WH135,Cam,Northern,-26.185702,149.731268,354.12,8/06/2018
666,WellInspection,CAM_WH136,Cam,Northern,-26.182331,149.740152,360.19,8/06/2018
666,WellInspection,CAM_WH137,Cam,Northern,-26.186557,149.742761,334.2,8/06/2018
666,WellInspection,CAM_WH138,Cam,Northern,-26.192241,149.668998,366.25,8/06/2018
666,WellInspection,CAM_WH139,Cam,Northern,-26.194838,149.676773,348.16,8/06/2018
666,WellInspection,CAM_WH140,Cam,Northern,-26.188861,149.692881,345.49,8/06/2018
666,WellInspection,CAM_WH141,Cam,Northern,-26.189257,149.705665,337.86,8/06/2018
666,WellInspection,CAM_WH142,Cam,Northern,-26.191752,149.716083,341.96,8/06/2018
666,WellInspection,CAM_WH143,Cam,Northern,-26.192441,149.721737,331.69,8/06/2018
666,WellInspection,CAM_WH144,Cam,Northern,-26.190243,149.738546,341.91,8/06/2018
666,WellInspection,CAM_WH145,Cam,Northern,-26.187889,149.747552,325.89,8/06/2018
666,WellInspection,CAM_WH146,Cam,Northern,-26.197556,149.668454,355.7,8/06/2018
666,WellInspection,CAM_WH147,Cam,Northern,-26.194322,149.684952,348.32,8/06/2018
666,WellInspection,CAM_WH148,Cam,Northern,-26.195085,149.691201,336.32,8/06/2018
666,WellInspection,CAM_WH149,Cam,Northern,-26.196057,149.698174,326.77,8/06/2018
666,WellInspection,CAM_WH150,Cam,Northern,-26.195458,149.707692,313,8/06/2018
666,WellInspection,CAM_WH151,Cam,Northern,-26.196593,149.713614,316.75,8/06/2018
666,WellInspection,CAM_WH152,Cam,Northern,-26.198708,149.727243,317.65,8/06/2018
666,WellInspection,CAM_WH153,Cam,Northern,-26.193207,149.730486,331.74,8/06/2018
666,WellInspection,CAM_WH154,Cam,Northern,-26.195463,149.737479,326.52,8/06/2018
666,WellInspection,CAM_WH155,Cam,Northern,-26.197035,149.744294,313.7,8/06/2018
666,WellInspection,CAM_WH156,Cam,Northern,-26.200153,149.67597,346.1,8/06/2018
666,WellInspection,CAM_WH157,Cam,Northern,-26.202146,149.680845,334.27,8/06/2018
666,WellInspection,CAM_WH158,Cam,Northern,-26.203724,149.691766,328.16,8/06/2018
666,WellInspection,CAM_WH159,Cam,Northern,-26.20326,149.698201,327.37,8/06/2018
666,WellInspection,CAM_WH160,Cam,Northern,-26.204334,149.704777,327.41,8/06/2018
666,WellInspection,CAM_WH161,Cam,Northern,-26.204208,149.712553,319.7,8/06/2018
666,WellInspection,CAM_WH162,Cam,Northern,-26.199024,149.721552,317.84,8/06/2018
666,WellInspection,CAM_WH164,Cam,Northern,-26.201856,149.745807,297.12,8/06/2018
666,WellInspection,CAM_WH165,Cam,Northern,-26.207461,149.675836,342.9,8/06/2018
666,WellInspection,CAM_WH166,Cam,Northern,-26.207861,149.682716,336.85,8/06/2018
666,WellInspection,CAM_WH168,Cam,Northern,-26.210001,149.715213,322.84,8/06/2018
666,WellInspection,CAM_WH169,Cam,Northern,-26.205276,149.720905,310.4,8/06/2018
666,WellInspection,CAM_WH170,Cam,Northern,-26.207754,149.730458,310.44,8/06/2018
666,WellInspection,CAM_WH171,Cam,Northern,-26.210447,149.736738,307.95,8/06/2018
666,WellInspection,CAM_WH172,Cam,Northern,-26.212492,149.745462,305.58,8/06/2018
666,WellInspection,CAM_WH173,Cam,Northern,-26.213968,149.671565,354.5,8/06/2018
666,WellInspection,CAM_WH174,Cam,Northern,-26.21525,149.681286,351.67,8/06/2018
666,WellInspection,CAM_WH175,Cam,Northern,-26.214627,149.688863,336.75,8/06/2018
666,WellInspection,CAM_WH179,Cam,Northern,-26.21859,149.725851,306.24,8/06/2018
666,WellInspection,CAM_WH180,Cam,Northern,-26.214592,149.734747,313.22,8/06/2018
666,WellInspection,CAM_WH181,Cam,Northern,-26.215201,149.741157,317.1,8/06/2018
666,WellInspection,CAM_WH182,Cam,Northern,-26.217588,149.74679,297.63,8/06/2018
666,WellInspection,CAM_WH183,Cam,Northern,-26.222349,149.67323,344.19,8/06/2018
666,WellInspection,CAM_WH184,Cam,Northern,-26.221012,149.680031,347.79,8/06/2018
666,WellInspection,CAM_WH185,Cam,Northern,-26.222349,149.688536,341.45,8/06/2018
666,WellInspection,CAM_WH186,Cam,Northern,-26.222539,149.694259,337.62,8/06/2018
666,WellInspection,CAM_WH189,Cam,Northern,-26.223668,149.726196,314.44,8/06/2018
666,WellInspection,CAM_WH190,Cam,Northern,-26.221744,149.733458,318.38,8/06/2018
666,WellInspection,CAM_WH191,Cam,Northern,-26.221125,149.739961,323.6,8/06/2018
666,WellInspection,CAM_WH192,Cam,Northern,-26.222547,149.745445,307.73,8/06/2018
666,WellInspection,CAM_WH193,Cam,Northern,-26.226505,149.671955,338.76,8/06/2018
666,WellInspection,CAM_WH194,Cam,Northern,-26.227282,149.679129,348.3,8/06/2018
666,WellInspection,CAM_WH195,Cam,Northern,-26.228143,149.688226,342.25,8/06/2018
666,WellInspection,CAM_WH196,Cam,Northern,-26.229352,149.694098,333.8,8/06/2018
666,WellInspection,CAM_WH199,Cam,Northern,-26.226981,149.717844,301.56,8/06/2018
666,WellInspection,CAM_WH200,Cam,Northern,-26.228777,149.724315,320.2,8/06/2018
666,WellInspection,CAM_WH201,Cam,Northern,-26.228561,149.732707,325.64,8/06/2018
666,WellInspection,CAM_WH202,Cam,Northern,-26.227981,149.740575,305.95,8/06/2018
666,WellInspection,CAM_WH204,Cam,Northern,-26.235211,149.679473,359.43,8/06/2018
666,WellInspection,CAM_WH205,Cam,Northern,-26.236137,149.690531,341.72,8/06/2018
666,WellInspection,CAM_WH206,Cam,Northern,-26.232499,149.700198,317.62,8/06/2018
666,WellInspection,CAM_WH207,Cam,Northern,-26.232754,149.70632,314.56,8/06/2018
666,WellInspection,CAM_WH208,Cam,Northern,-26.233283,149.716386,317.68,8/06/2018
666,WellInspection,CAM_WH212,Cam,Northern,-26.240732,149.670748,340.73,8/06/2018
666,WellInspection,CAM_WH213,Cam,Northern,-26.241087,149.678292,349.4,8/06/2018
666,WellInspection,CAM_WH214,Cam,Northern,-26.238624,149.702091,321.67,8/06/2018
666,WellInspection,CAM_WH215,Cam,Northern,-26.239957,149.710838,316.32,8/06/2018
666,WellInspection,CAM_WH216,Cam,Northern,-26.239017,149.720034,323.32,8/06/2018
666,WellInspection,CAM_WH218,Cam,Northern,-26.238256,149.732245,316.27,8/06/2018
666,WellInspection,CAM_WH219,Cam,Northern,-26.237331,149.746706,310.68,8/06/2018
666,WellInspection,CAM_WH220,Cam,Northern,-26.248318,149.674763,360.42,8/06/2018
666,WellInspection,CAM_WH221,Cam,Northern,-26.244256,149.68795,343.36,8/06/2018
666,WellInspection,CAM_WH222,Cam,Northern,-26.24423,149.699512,327.99,8/06/2018
666,WellInspection,CAM_WH223,Cam,Northern,-26.245367,149.709297,327.67,8/06/2018
666,WellInspection,CAM_WH224,Cam,Northern,-26.245792,149.714172,319.58,8/06/2018
666,WellInspection,CAM_WH225,Cam,Northern,-26.24753,149.722144,325.52,8/06/2018
666,WellInspection,CAM_WH227,Cam,Northern,-26.243992,149.747552,323.57,8/06/2018
666,WellInspection,CAM_WH228,Cam,Northern,-26.201394,149.735706,305.58,8/06/2018
666,WellInspection,CHL_WH002,Charlie,Northern,-26.006004,149.609263,265.29,8/06/2018
666,WellInspection,CHL_WH003,Charlie,Northern,-26.042473,149.588075,256.9,8/06/2018
666,WellInspection,CHL_WH004,Charlie,Northern,-26.066122,149.642704,272.95,8/06/2018
666,WellInspection,CHL_WH005,Charlie,Northern,-26.062582,149.604667,259.63,8/06/2018
666,WellInspection,CHL_WH006,Charlie,Northern,-26.081068,149.614132,273.22,8/06/2018
666,WellInspection,CHL_WH007,Charlie,Northern,-26.003103,149.645892,240.1,8/06/2018
666,WellInspection,CHL_WH008,Charlie,Northern,-26.004364,149.654843,248.45,8/06/2018
666,WellInspection,CHL_WH009,Charlie,Northern,-26.008111,149.6498,248.49,8/06/2018
666,WellInspection,CHL_WH010,Charlie,Northern,-26.009868,149.644006,250.02,8/06/2018
666,WellInspection,CHL_WH011,Charlie,Northern,-26.081405,149.634533,273.63,8/06/2018
666,WellInspection,CHL_WH012,Charlie,Northern,-26.081587,149.642706,283,8/06/2018
666,WellInspection,CHL_WH013,Charlie,Northern,-26.012762,149.653146,255.74,8/06/2018
666,WellInspection,CHL_WH101,Charlie,Northern,-26.000595,149.624428,256.34,8/06/2018
666,WellInspection,CHL_WH103,Charlie,Northern,-25.998792,149.651454,237.37,8/06/2018
666,WellInspection,CHL_WH104,Charlie,Northern,-26.006778,149.629107,248.11,8/06/2018
666,WellInspection,CHL_WH110,Charlie,Northern,-26.005989,149.622043,256.57,8/06/2018
666,WellInspection,CHL_WH111,Charlie,Northern,-26.010032,149.625659,247.93,8/06/2018
666,WellInspection,CHL_WH114,Charlie,Northern,-26.014947,149.58763,270.25,8/06/2018
666,WellInspection,CHL_WH115,Charlie,Northern,-26.017475,149.593661,269.42,8/06/2018
666,WellInspection,CHL_WH116,Charlie,Northern,-26.019461,149.599457,275.93,8/06/2018
666,WellInspection,CHL_WH117,Charlie,Northern,-26.019582,149.606917,263.18,8/06/2018
666,WellInspection,CHL_WH118,Charlie,Northern,-26.019468,149.614052,253.61,8/06/2018
666,WellInspection,CHL_WH119,Charlie,Northern,-26.019013,149.620455,244.57,8/06/2018
666,WellInspection,CHL_WH120,Charlie,Northern,-26.016594,149.627059,238.72,8/06/2018
666,WellInspection,CHL_WH121,Charlie,Northern,-26.019448,149.636365,240,8/06/2018
666,WellInspection,CHL_WH122,Charlie,Northern,-26.017933,149.647617,243.54,8/06/2018
666,WellInspection,CHL_WH124,Charlie,Northern,-26.023201,149.594944,287.44,8/06/2018
666,WellInspection,CHL_WH125,Charlie,Northern,-26.027448,149.600939,260.19,8/06/2018
666,WellInspection,CHL_WH126,Charlie,Northern,-26.025829,149.608265,258.27,8/06/2018
666,WellInspection,CHL_WH127,Charlie,Northern,-26.026923,149.614737,266.2,8/06/2018
666,WellInspection,CHL_WH129,Charlie,Northern,-26.024112,149.638327,239.42,8/06/2018
666,WellInspection,CHL_WH130,Charlie,Northern,-26.023801,149.645711,240.33,8/06/2018
666,WellInspection,CHL_WH131,Charlie,Northern,-26.029873,149.587897,272.7,8/06/2018
666,WellInspection,CHL_WH132,Charlie,Northern,-26.028583,149.59564,261.17,8/06/2018
666,WellInspection,CHL_WH133,Charlie,Northern,-26.033205,149.600357,248.77,8/06/2018
666,WellInspection,CHL_WH134,Charlie,Northern,-26.032604,149.610185,248.82,8/06/2018
666,WellInspection,CHL_WH135,Charlie,Northern,-26.031049,149.618778,258.99,8/06/2018
666,WellInspection,CHL_WH136,Charlie,Northern,-26.031181,149.626216,239.48,8/06/2018
666,WellInspection,CHL_WH137,Charlie,Northern,-26.032238,149.636746,251.18,8/06/2018
666,WellInspection,CHL_WH138,Charlie,Northern,-26.028325,149.643198,242.19,8/06/2018
666,WellInspection,CHL_WH139,Charlie,Northern,-26.029462,149.649294,248.5,8/06/2018
666,WellInspection,CHL_WH140,Charlie,Northern,-26.030551,149.656902,262.43,8/06/2018
666,WellInspection,CHL_WH141,Charlie,Northern,-26.0318,149.664276,295.16,8/06/2018
666,WellInspection,CHL_WH142,Charlie,Northern,-26.037118,149.614007,245.28,8/06/2018
666,WellInspection,CHL_WH143,Charlie,Northern,-26.037012,149.620832,254.97,8/06/2018
666,WellInspection,CHL_WH144,Charlie,Northern,-26.037966,149.634777,262.2,8/06/2018
666,WellInspection,CHL_WH145,Charlie,Northern,-26.036775,149.644087,246,8/06/2018
666,WellInspection,CHL_WH146,Charlie,Northern,-26.035426,149.655284,252.7,8/06/2018
666,WellInspection,CHL_WH147,Charlie,Northern,-26.036165,149.662048,279.08,8/06/2018
666,WellInspection,CHL_WH149,Charlie,Northern,-26.046454,149.593819,269.8,8/06/2018
666,WellInspection,CHL_WH151,Charlie,Northern,-26.044772,149.623115,254.22,8/06/2018
666,WellInspection,CHL_WH152,Charlie,Northern,-26.039953,149.62811,256.54,8/06/2018
666,WellInspection,CHL_WH153,Charlie,Northern,-26.042614,149.640816,249.35,8/06/2018
666,WellInspection,CHL_WH154,Charlie,Northern,-26.042742,149.649001,261.58,8/06/2018
666,WellInspection,CHL_WH155,Charlie,Northern,-26.039732,149.659123,254.54,8/06/2018
666,WellInspection,CHL_WH156,Charlie,Northern,-26.048798,149.585415,259.94,8/06/2018
666,WellInspection,CHL_WH157,Charlie,Northern,-26.0471,149.599268,260.4,8/06/2018
666,WellInspection,CHL_WH158,Charlie,Northern,-26.051041,149.610146,253.69,8/06/2018
666,WellInspection,CHL_WH159,Charlie,Northern,-26.048742,149.6165,247.72,8/06/2018
666,WellInspection,CHL_WH160,Charlie,Northern,-26.050246,149.627301,280.85,8/06/2018
666,WellInspection,CHL_WH161,Charlie,Northern,-26.046281,149.633238,272.45,8/06/2018
666,WellInspection,CHL_WH162,Charlie,Northern,-26.048663,149.644511,265.6,8/06/2018
666,WellInspection,CHL_WH163,Charlie,Northern,-26.047126,149.654832,261.25,8/06/2018
666,WellInspection,CHL_WH164,Charlie,Northern,-26.048297,149.662672,258.7,8/06/2018
666,WellInspection,CHL_WH166,Charlie,Northern,-26.05358,149.595606,255.35,8/06/2018
666,WellInspection,CHL_WH167,Charlie,Northern,-26.054417,149.604719,252.43,8/06/2018
666,WellInspection,CHL_WH168,Charlie,Northern,-26.058506,149.617415,258.42,8/06/2018
666,WellInspection,CHL_WH169,Charlie,Northern,-26.053541,149.621066,274.57,8/06/2018
666,WellInspection,CHL_WH170,Charlie,Northern,-26.055397,149.631088,275.61,8/06/2018
666,WellInspection,CHL_WH171,Charlie,Northern,-26.052188,149.639053,256.58,8/06/2018
666,WellInspection,CHL_WH172,Charlie,Northern,-26.051819,149.651849,278.46,8/06/2018
666,WellInspection,CHL_WH173,Charlie,Northern,-26.055104,149.65977,277.17,8/06/2018
666,WellInspection,CHL_WH174,Charlie,Northern,-26.054499,149.667018,276.48,8/06/2018
666,WellInspection,CHL_WH175,Charlie,Northern,-26.060575,149.589712,262.4,8/06/2018
666,WellInspection,CHL_WH177,Charlie,Northern,-26.064945,149.610437,262.36,8/06/2018
666,WellInspection,CHL_WH178,Charlie,Northern,-26.063244,149.619388,272.75,8/06/2018
666,WellInspection,CHL_WH179,Charlie,Northern,-26.059322,149.625463,281.05,8/06/2018
666,WellInspection,CHL_WH180,Charlie,Northern,-26.060639,149.63555,258.86,8/06/2018
